gene_id	seqid	strand	biotype	name	description
ENSSSAG00000070630	ssa24	.	lncRNA		
ENSSSAG00000070631	ssa27	.	lncRNA		
ENSSSAG00000070632	ssa27	.	lncRNA		
ENSSSAG00000070634	ssa24	.	protein_coding	susd1	sushi domain-containing protein 1-like [Source:NCBI gene%3BAcc:106585372]
ENSSSAG00000070641	ssa24	.	lncRNA		
ENSSSAG00000070642	ssa24	.	protein_coding	IR3IP	immediate early response 3 interacting protein 1 [Source:NCBI gene%3BAcc:554110]
ENSSSAG00000070646	ssa24	.	protein_coding	smad2	mothers against decapentaplegic homolog 2 [Source:NCBI gene%3BAcc:106585370]
ENSSSAG00000070660	ssa15	.	lncRNA		
ENSSSAG00000070664	ssa18	.	lncRNA		
ENSSSAG00000070668	ssa19	.	snRNA	U7	U7 small nuclear RNA [Source:RFAM%3BAcc:RF00066]
ENSSSAG00000070675	ssa12	.	lncRNA		
ENSSSAG00000070683	ssa18	.	miRNA	ssa-mir-730a-1	ssa-mir-730a-1 [Source:miRBase%3BAcc:MI0026735]
ENSSSAG00000070686	ssa12	.	lncRNA		uncharacterized LOC106566033 [Source:NCBI gene%3BAcc:106566033]
ENSSSAG00000070688	ssa12	.	lncRNA		
ENSSSAG00000070690	ssa12	.	lncRNA		uncharacterized LOC106566034 [Source:NCBI gene%3BAcc:106566034]
ENSSSAG00000070693	ssa03	.	snoRNA		
ENSSSAG00000070703	ssa03	.	protein_coding		
ENSSSAG00000070704	ssa19	.	pseudogene		
ENSSSAG00000070707	ssa12	.	lncRNA		
ENSSSAG00000070709	ssa03	.	protein_coding	ANR54	ankyrin repeat domain-containing protein 54-like [Source:NCBI gene%3BAcc:106601323]
ENSSSAG00000070725	ssa26	.	lncRNA		
ENSSSAG00000070751	ssa12	.	miRNA	ssa-let-7a-5	ssa-let-7a-5 [Source:miRBase%3BAcc:MI0026744]
ENSSSAG00000070753	ssa12	.	miRNA	ssa-let-7e-1	ssa-let-7e-1 [Source:miRBase%3BAcc:MI0026756]
ENSSSAG00000070754	ssa24	.	protein_coding		very low-density lipoprotein receptor-like [Source:NCBI gene%3BAcc:106585369]
ENSSSAG00000070756	ssa15	.	lncRNA		
ENSSSAG00000070760	ssa21	.	snRNA	U7	U7 small nuclear RNA [Source:RFAM%3BAcc:RF00066]
ENSSSAG00000070767	ssa03	.	protein_coding	si:dkeyp-69e1.8	GTPase IMAP family member 7-like [Source:NCBI gene%3BAcc:106601321]
ENSSSAG00000070778	ssa01	.	lncRNA		
ENSSSAG00000070786	ssa09	.	lncRNA		
ENSSSAG00000070787	ssa01	.	lncRNA		
ENSSSAG00000070789	ssa01	.	lncRNA		
ENSSSAG00000070798	ssa15	.	protein_coding	ptk6b	protein-tyrosine kinase 6-like [Source:NCBI gene%3BAcc:106572886]
ENSSSAG00000070802	ssa10	.	lncRNA		
ENSSSAG00000070804	ssa10	.	lncRNA		
ENSSSAG00000070805	ssa10	.	lncRNA		
ENSSSAG00000070809	ssa15	.	lncRNA		
ENSSSAG00000070810	ssa15	.	lncRNA		
ENSSSAG00000070811	ssa01	.	lncRNA		
ENSSSAG00000070812	ssa15	.	protein_coding		
ENSSSAG00000070818	ssa14	.	lncRNA		
ENSSSAG00000070826	ssa24	.	protein_coding		RING finger and CHY zinc finger domain-containing protein 1-like [Source:NCBI gene%3BAcc:106585368]
ENSSSAG00000070831	ssa10	.	miRNA	ssa-mir-204-2	ssa-mir-204-2 [Source:miRBase%3BAcc:MI0026591]
ENSSSAG00000070853	ssa10	.	rRNA	5_8S_rRNA	5.8S ribosomal RNA [Source:RFAM%3BAcc:RF00002]
ENSSSAG00000070857	ssa10	.	pseudogene		kielin cysteine rich BMP regulator [Source:NCBI gene%3BAcc:106561243]
ENSSSAG00000070859	ssa09	.	pseudogene		neurofibromin-like [Source:NCBI gene%3BAcc:106613084]
ENSSSAG00000070867	ssa01	.	lncRNA		
ENSSSAG00000070868	ssa01	.	lncRNA		
ENSSSAG00000070872	ssa11	.	snoRNA		
ENSSSAG00000070874	ssa11	.	snoRNA		
ENSSSAG00000070876	ssa11	.	snoRNA		
ENSSSAG00000070878	ssa11	.	snoRNA		
ENSSSAG00000070882	ssa11	.	snoRNA		
ENSSSAG00000070883	ssa11	.	snoRNA		
ENSSSAG00000070884	ssa11	.	snoRNA		
ENSSSAG00000070887	ssa11	.	snoRNA		
ENSSSAG00000070889	ssa11	.	snoRNA		
ENSSSAG00000070894	ssa03	.	protein_coding		phosphoinositide 3-kinase regulatory subunit 5-like [Source:NCBI gene%3BAcc:106601370]
ENSSSAG00000070908	ssa02	.	protein_coding		
ENSSSAG00000070929	ssa14	.	lncRNA		
ENSSSAG00000070951	ssa10	.	lncRNA		
ENSSSAG00000070954	ssa14	.	lncRNA		
ENSSSAG00000070969	ssa25	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000070972	ssa25	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000070974	ssa03	.	protein_coding		
ENSSSAG00000071006	ssa02	.	lncRNA		
ENSSSAG00000071008	ssa02	.	lncRNA		
ENSSSAG00000071024	ssa15	.	lncRNA		
ENSSSAG00000071026	ssa01	.	lncRNA		
ENSSSAG00000071038	ssa11	.	snoRNA	SNORD24	Small nucleolar RNA SNORD24 [Source:RFAM%3BAcc:RF00069]
ENSSSAG00000071039	ssa13	.	lncRNA		
ENSSSAG00000071042	ssa11	.	snoRNA	SNORD36	Small nucleolar RNA SNORD36 [Source:RFAM%3BAcc:RF00049]
ENSSSAG00000071045	ssa11	.	snoRNA	SNORD36	Small nucleolar RNA SNORD36 [Source:RFAM%3BAcc:RF00049]
ENSSSAG00000071048	ssa11	.	snoRNA	SNORD36	Small nucleolar RNA SNORD36 [Source:RFAM%3BAcc:RF00049]
ENSSSAG00000071051	ssa11	.	snoRNA	SNORD24	Small nucleolar RNA SNORD24 [Source:RFAM%3BAcc:RF00069]
ENSSSAG00000071053	ssa11	.	snoRNA	SNORD24	Small nucleolar RNA SNORD24 [Source:RFAM%3BAcc:RF00069]
ENSSSAG00000071054	ssa14	.	lncRNA		
ENSSSAG00000071055	ssa11	.	snoRNA	SNORD36	Small nucleolar RNA SNORD36 [Source:RFAM%3BAcc:RF00049]
ENSSSAG00000071057	ssa14	.	lncRNA		
ENSSSAG00000071060	ssa14	.	lncRNA		
ENSSSAG00000071069	ssa20	.	snoRNA		
ENSSSAG00000071072	ssa20	.	snoRNA		
ENSSSAG00000071075	ssa11	.	snRNA	U7	U7 small nuclear RNA [Source:RFAM%3BAcc:RF00066]
ENSSSAG00000071076	ssa20	.	snoRNA		
ENSSSAG00000071077	ssa20	.	snoRNA		
ENSSSAG00000071088	ssa11	.	rRNA	5_8S_rRNA	5.8S ribosomal RNA [Source:RFAM%3BAcc:RF00002]
ENSSSAG00000071091	ssa14	.	snoRNA		
ENSSSAG00000071094	ssa01	.	miRNA	ssa-mir-181a-2	ssa-mir-181a-2 [Source:miRBase%3BAcc:MI0026537]
ENSSSAG00000071109	ssa11	.	lncRNA		
ENSSSAG00000071133	ssa01	.	lncRNA		
ENSSSAG00000071155	ssa09	.	lncRNA		
ENSSSAG00000071157	ssa20	.	lncRNA		
ENSSSAG00000071158	ssa09	.	lncRNA		
ENSSSAG00000071163	ssa09	.	lncRNA		
ENSSSAG00000071169	ssa10	.	lncRNA		
ENSSSAG00000071202	ssa29	.	snoRNA		
ENSSSAG00000071210	ssa09	.	snoRNA		
ENSSSAG00000071225	ssa24	.	protein_coding	lzts1	leucine zipper putative tumor suppressor 1-like [Source:NCBI gene%3BAcc:106585365]
ENSSSAG00000071230	ssa24	.	rRNA	5_8S_rRNA	5.8S ribosomal RNA [Source:RFAM%3BAcc:RF00002]
ENSSSAG00000071233	ssa06	.	lncRNA		
ENSSSAG00000071234	ssa24	.	protein_coding		GDNF family receptor alpha-2-like [Source:NCBI gene%3BAcc:106585364]
ENSSSAG00000071250	ssa29	.	lncRNA		
ENSSSAG00000071251	ssa29	.	lncRNA		
ENSSSAG00000071255	ssa29	.	lncRNA		
ENSSSAG00000071272	ssa04	.	miRNA	ssa-mir-99-1	ssa-mir-99-1 [Source:miRBase%3BAcc:MI0026767]
ENSSSAG00000071273	ssa04	.	miRNA	ssa-let-7c-2	ssa-let-7c-2 [Source:miRBase%3BAcc:MI0026424]
ENSSSAG00000071274	ssa04	.	miRNA	ssa-mir-125a-2	ssa-mir-125a-2 [Source:miRBase%3BAcc:MI0026453]
ENSSSAG00000071277	ssa24	.	protein_coding	bco2 like	beta%2Cbeta-carotene 9'%2C10'-oxygenase-like [Source:NCBI gene%3BAcc:106585363]
ENSSSAG00000071285	ssa01	.	pseudogene		
ENSSSAG00000071293	ssa27	.	lncRNA		
ENSSSAG00000071304	ssa12	.	snoRNA		
ENSSSAG00000071312	ssa23	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000071314	ssa23	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000071315	ssa18	.	pseudogene		
ENSSSAG00000071325	ssa22	.	lncRNA		
ENSSSAG00000071327	ssa22	.	lncRNA		
ENSSSAG00000071329	ssa13	.	snoRNA	SNORD58	Small nucleolar RNA SNORD58 [Source:RFAM%3BAcc:RF00151]
ENSSSAG00000071331	ssa13	.	snoRNA	SNORD58	Small nucleolar RNA SNORD58 [Source:RFAM%3BAcc:RF00151]
ENSSSAG00000071332	ssa13	.	snoRNA	SNORD58	Small nucleolar RNA SNORD58 [Source:RFAM%3BAcc:RF00151]
ENSSSAG00000071343	ssa09	.	protein_coding	SAMD5	sterile alpha motif domain containing 5 [Source:HGNC Symbol%3BAcc:HGNC:21180]
ENSSSAG00000071346	ssa09	.	ribozyme	RNaseP_nuc	Nuclear RNase P [Source:RFAM%3BAcc:RF00009]
ENSSSAG00000071370	ssa23	.	lncRNA		
ENSSSAG00000071385	ssa01	.	miRNA	ssa-mir-8162	ssa-mir-8162 [Source:miRBase%3BAcc:MI0026790]
ENSSSAG00000071410	ssa19	.	Y_RNA	Y_RNA	Y RNA [Source:RFAM%3BAcc:RF00019]
ENSSSAG00000071418	ssa26	.	lncRNA		
ENSSSAG00000071419	ssa19	.	lncRNA		
ENSSSAG00000071420	ssa26	.	lncRNA		
ENSSSAG00000071440	ssa09	.	lncRNA		
ENSSSAG00000071442	ssa09	.	lncRNA		
ENSSSAG00000071449	ssa09	.	pseudogene		
ENSSSAG00000071458	ssa20	.	lncRNA		
ENSSSAG00000071459	ssa20	.	lncRNA		
ENSSSAG00000071461	ssa26	.	lncRNA		
ENSSSAG00000071462	ssa11	.	pseudogene		
ENSSSAG00000071463	ssa01	.	lncRNA		
ENSSSAG00000071466	ssa16	.	snoRNA		
ENSSSAG00000071477	ssa16	.	lncRNA		
ENSSSAG00000071479	ssa16	.	lncRNA		
ENSSSAG00000071483	ssa16	.	lncRNA		
ENSSSAG00000071492	ssa01	.	lncRNA		
ENSSSAG00000071493	ssa01	.	lncRNA		
ENSSSAG00000071497	ssa16	.	protein_coding	cnot4a	CCR4-NOT transcription complex subunit 4-like [Source:NCBI gene%3BAcc:106573076]
ENSSSAG00000071509	ssa26	.	protein_coding	pkma	pyruvate kinase PKM-like [Source:NCBI gene%3BAcc:106587214]
ENSSSAG00000071510	ssa27	.	snoRNA		
ENSSSAG00000071511	ssa27	.	snoRNA		
ENSSSAG00000071512	ssa27	.	snoRNA		
ENSSSAG00000071513	ssa27	.	snoRNA	SNORD33	Small nucleolar RNA Z195/SNORD33/SNORD32 family [Source:RFAM%3BAcc:RF00133]
ENSSSAG00000071534	ssa11	.	protein_coding	kars1	lysine--tRNA ligase [Source:NCBI gene%3BAcc:100380865]
ENSSSAG00000071537	ssa24	.	protein_coding	ndc80	kinetochore protein NDC80 homolog [Source:NCBI gene%3BAcc:106585867]
ENSSSAG00000071561	ssa24	.	lncRNA		
ENSSSAG00000071567	ssa24	.	protein_coding	RM01	mitochondrial ribosomal protein L1 [Source:NCBI gene%3BAcc:106585874]
ENSSSAG00000071606	ssa20	.	lncRNA		
ENSSSAG00000071626	ssa20	.	lncRNA		
ENSSSAG00000071641	ssa20	.	lncRNA		
ENSSSAG00000071647	ssa01	.	lncRNA		
ENSSSAG00000071650	ssa01	.	lncRNA		
ENSSSAG00000071653	ssa01	.	lncRNA		
ENSSSAG00000071657	ssa01	.	lncRNA		
ENSSSAG00000071675	ssa12	.	lncRNA		
ENSSSAG00000071681	ssa19	.	lncRNA		
ENSSSAG00000071688	ssa12	.	lncRNA		
ENSSSAG00000071698	ssa11	.	snoRNA		small nucleolar RNA%2C C/D box 68 [Source:HGNC Symbol%3BAcc:HGNC:32729]
ENSSSAG00000071699	ssa11	.	snoRNA		
ENSSSAG00000071702	ssa11	.	snoRNA		
ENSSSAG00000071737	ssa26	.	snoRNA		
ENSSSAG00000071750	ssa14	.	protein_coding		
ENSSSAG00000071752	ssa04	.	lncRNA		
ENSSSAG00000071754	ssa16	.	protein_coding		
ENSSSAG00000071768	ssa10	.	miRNA	ssa-mir-7a-4	ssa-mir-7a-4 [Source:miRBase%3BAcc:MI0026748]
ENSSSAG00000071772	ssa28	.	pseudogene		
ENSSSAG00000071802	ssa24	.	miRNA	ssa-mir-130d-1	ssa-mir-130d-1 [Source:miRBase%3BAcc:MI0026472]
ENSSSAG00000071804	ssa24	.	miRNA	ssa-mir-301b	ssa-mir-301b [Source:miRBase%3BAcc:MI0026671]
ENSSSAG00000071805	ssa24	.	miRNA	ssa-mir-130a-2	ssa-mir-130a-2 [Source:miRBase%3BAcc:MI0026469]
ENSSSAG00000071807	ssa24	.	lncRNA		
ENSSSAG00000071840	ssa29	.	lncRNA		
ENSSSAG00000071842	ssa24	.	lncRNA		
ENSSSAG00000071847	ssa09	.	pseudogene		
ENSSSAG00000071848	ssa26	.	snRNA	U7	U7 small nuclear RNA [Source:RFAM%3BAcc:RF00066]
ENSSSAG00000071849	ssa26	.	snRNA	U7	U7 small nuclear RNA [Source:RFAM%3BAcc:RF00066]
ENSSSAG00000071851	ssa26	.	snRNA	U7	U7 small nuclear RNA [Source:RFAM%3BAcc:RF00066]
ENSSSAG00000071852	ssa26	.	snRNA	U7	U7 small nuclear RNA [Source:RFAM%3BAcc:RF00066]
ENSSSAG00000071857	ssa25	.	snoRNA		
ENSSSAG00000071858	ssa25	.	snoRNA		
ENSSSAG00000071865	ssa19	.	pseudogene		
ENSSSAG00000071870	ssa02	.	lncRNA		
ENSSSAG00000071871	ssa02	.	miRNA	ssa-mir-9a-4	ssa-mir-9a-4 [Source:miRBase%3BAcc:MI0026772]
ENSSSAG00000071888	ssa07	.	protein_coding		
ENSSSAG00000071890	ssa07	.	lncRNA		
ENSSSAG00000071914	ssa26	.	snoRNA		
ENSSSAG00000071921	ssa19	.	lncRNA		
ENSSSAG00000071922	ssa08	.	protein_coding		
ENSSSAG00000071929	ssa29	.	lncRNA		
ENSSSAG00000071946	ssa09	.	pseudogene		
ENSSSAG00000071971	ssa22	.	snRNA	U7	U7 small nuclear RNA [Source:RFAM%3BAcc:RF00066]
ENSSSAG00000071992	ssa26	.	lncRNA		
ENSSSAG00000071994	ssa26	.	lncRNA		
ENSSSAG00000072038	ssa29	.	lncRNA		
ENSSSAG00000072042	ssa01	.	lncRNA		
ENSSSAG00000072051	ssa10	.	pseudogene		MuRF1c [Source:NCBI gene%3BAcc:101448020]
ENSSSAG00000072054	ssa15	.	lncRNA		
ENSSSAG00000072058	ssa29	.	lncRNA		
ENSSSAG00000072059	ssa13	.	pseudogene		
ENSSSAG00000072061	ssa13	.	pseudogene		
ENSSSAG00000072067	ssa29	.	pseudogene		
ENSSSAG00000072085	ssa29	.	lncRNA		
ENSSSAG00000072086	ssa29	.	lncRNA		
ENSSSAG00000072102	ssa02	.	lncRNA		
ENSSSAG00000072117	ssa04	.	miRNA	ssa-mir-132-2	ssa-mir-132-2 [Source:miRBase%3BAcc:MI0026476]
ENSSSAG00000072119	ssa04	.	miRNA	ssa-mir-212a-2	ssa-mir-212a-2 [Source:miRBase%3BAcc:MI0026608]
ENSSSAG00000072128	ssa01	.	protein_coding	papolg	poly(A) polymerase gamma [Source:NCBI gene%3BAcc:106613820]
ENSSSAG00000072133	ssa06	.	protein_coding	asb2a.1	ankyrin repeat and SOCS box protein 2-like [Source:NCBI gene%3BAcc:106607652]
ENSSSAG00000072142	ssa06	.	miRNA	ssa-mir-8164	ssa-mir-8164 [Source:miRBase%3BAcc:MI0026792]
ENSSSAG00000072150	ssa02	.	lncRNA		
ENSSSAG00000072165	ssa07	.	pseudogene		
ENSSSAG00000072166	ssa11	.	protein_coding	SNX1	sorting nexin-1 [Source:NCBI gene%3BAcc:100380673]
ENSSSAG00000072171	ssa23	.	lncRNA		
ENSSSAG00000072256	ssa02	.	lncRNA		
ENSSSAG00000072276	ssa20	.	miRNA	ssa-mir-737	ssa-mir-737 [Source:miRBase%3BAcc:MI0026739]
ENSSSAG00000072288	ssa02	.	pseudogene		
ENSSSAG00000072326	ssa23	.	lncRNA		
ENSSSAG00000072335	ssa24	.	miRNA	ssa-mir-181a-1	ssa-mir-181a-1 [Source:miRBase%3BAcc:MI0026536]
ENSSSAG00000072365	ssa23	.	lncRNA		
ENSSSAG00000072368	ssa02	.	protein_coding	ptpn23a	tyrosine-protein phosphatase non-receptor type 23-like [Source:NCBI gene%3BAcc:106581434]
ENSSSAG00000072372	ssa06	.	snoRNA		
ENSSSAG00000072375	ssa06	.	snoRNA		
ENSSSAG00000072376	ssa13	.	lncRNA		
ENSSSAG00000072378	ssa13	.	lncRNA		
ENSSSAG00000072379	ssa06	.	snoRNA		
ENSSSAG00000072392	ssa15	.	protein_coding		
ENSSSAG00000072412	ssa15	.	protein_coding	mpx	eosinophil peroxidase-like [Source:NCBI gene%3BAcc:106572735]
ENSSSAG00000072425	ssa11	.	lncRNA		
ENSSSAG00000072441	ssa11	.	protein_coding	muc5f	mucin 5f [Source:ZFIN%3BAcc:ZDB-GENE-110411-240]
ENSSSAG00000072446	ssa23	.	lncRNA		
ENSSSAG00000072463	ssa24	.	protein_coding	fam219ab	protein FAM219A-like [Source:NCBI gene%3BAcc:106585361]
ENSSSAG00000072466	ssa13	.	lncRNA		
ENSSSAG00000072467	ssa13	.	lncRNA		
ENSSSAG00000072491	ssa22	.	protein_coding	ube2v1	ubiquitin-conjugating enzyme E2 variant 1-like [Source:NCBI gene%3BAcc:100136508]
ENSSSAG00000072519	ssa24	.	protein_coding	trpm3	transient receptor potential cation channel subfamily M member 3-like [Source:NCBI gene%3BAcc:106585358]
ENSSSAG00000072533	ssa11	.	rRNA	5S_rRNA	5S ribosomal RNA [Source:RFAM%3BAcc:RF00001]
ENSSSAG00000072546	ssa13	.	lncRNA		
ENSSSAG00000072553	ssa13	.	lncRNA		
ENSSSAG00000072554	ssa13	.	lncRNA		
ENSSSAG00000072558	ssa11	.	lncRNA		
ENSSSAG00000072562	ssa13	.	lncRNA		
ENSSSAG00000072563	ssa13	.	miRNA	ssa-mir-499b-1	ssa-mir-499b-1 [Source:miRBase%3BAcc:MI0026717]
ENSSSAG00000072589	ssa14	.	rRNA	5_8S_rRNA	5.8S ribosomal RNA [Source:RFAM%3BAcc:RF00002]
ENSSSAG00000072595	ssa17	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000072597	ssa17	.	pseudogene		
ENSSSAG00000072658	ssa20	.	lncRNA		
ENSSSAG00000072661	ssa20	.	miRNA	ssa-mir-142b	ssa-mir-142b [Source:miRBase%3BAcc:MI0026502]
ENSSSAG00000072694	ssa01	.	lncRNA		
ENSSSAG00000072703	ssa12	.	snoRNA		
ENSSSAG00000072704	ssa12	.	snoRNA		
ENSSSAG00000072706	ssa12	.	snoRNA		
ENSSSAG00000072720	ssa17	.	lncRNA		
ENSSSAG00000072723	ssa22	.	pseudogene		
ENSSSAG00000072726	ssa26	.	protein_coding	esrp2	epithelial splicing regulatory protein 2-like [Source:NCBI gene%3BAcc:106587606]
ENSSSAG00000072732	ssa12	.	lncRNA		
ENSSSAG00000072733	ssa12	.	miRNA	ssa-mir-216a	ssa-mir-216a [Source:miRBase%3BAcc:MI0026614]
ENSSSAG00000072754	ssa18	.	snRNA	U7	U7 small nuclear RNA [Source:RFAM%3BAcc:RF00066]
ENSSSAG00000072757	ssa18	.	pseudogene		
ENSSSAG00000072768	ssa23	.	snRNA	U7	U7 small nuclear RNA [Source:RFAM%3BAcc:RF00066]
ENSSSAG00000072769	ssa26	.	lncRNA		
ENSSSAG00000072770	ssa26	.	lncRNA		
ENSSSAG00000072809	ssa10	.	lncRNA		
ENSSSAG00000072811	ssa10	.	lncRNA		
ENSSSAG00000072826	ssa09	.	lncRNA		
ENSSSAG00000072828	ssa09	.	lncRNA		
ENSSSAG00000072829	ssa09	.	lncRNA		
ENSSSAG00000072830	ssa22	.	lncRNA		tumor necrosis factor receptor superfamily member 21-like [Source:NCBI gene%3BAcc:106582824]
ENSSSAG00000072858	ssa24	.	lncRNA		
ENSSSAG00000072869	ssa21	.	miRNA	ssa-mir-148b	ssa-mir-148b [Source:miRBase%3BAcc:MI0026514]
ENSSSAG00000072871	ssa21	.	lncRNA		
ENSSSAG00000072883	ssa19	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000072885	ssa19	.	lncRNA		
ENSSSAG00000072891	ssa19	.	lncRNA		
ENSSSAG00000072907	ssa17	.	lncRNA		
ENSSSAG00000072914	ssa19	.	pseudogene		
ENSSSAG00000072916	ssa21	.	miRNA	ssa-mir-10b-3	ssa-mir-10b-3 [Source:miRBase%3BAcc:MI0026446]
ENSSSAG00000072922	ssa16	.	lncRNA		
ENSSSAG00000072936	ssa21	.	lncRNA		
ENSSSAG00000072960	ssa02	.	miRNA	ssa-mir-7a-1	ssa-mir-7a-1 [Source:miRBase%3BAcc:MI0026745]
ENSSSAG00000072992	ssa24	.	lncRNA		
ENSSSAG00000073015	ssa01	.	lncRNA		
ENSSSAG00000073016	ssa01	.	lncRNA		
ENSSSAG00000073036	ssa10	.	snoRNA		
ENSSSAG00000073040	ssa13	.	lncRNA		
ENSSSAG00000073077	ssa15	.	scaRNA		
ENSSSAG00000073085	ssa15	.	protein_coding	MAPK	mitogen-activated protein kinase 14A-like [Source:NCBI gene%3BAcc:106572737]
ENSSSAG00000073086	ssa06	.	snRNA	U7	U7 small nuclear RNA [Source:RFAM%3BAcc:RF00066]
ENSSSAG00000073098	ssa17	.	lncRNA		
ENSSSAG00000073099	ssa17	.	lncRNA		
ENSSSAG00000073102	ssa17	.	protein_coding		
ENSSSAG00000073108	ssa15	.	lncRNA		
ENSSSAG00000073116	ssa17	.	lncRNA		
ENSSSAG00000073125	ssa04	.	snRNA	U7	U7 small nuclear RNA [Source:RFAM%3BAcc:RF00066]
ENSSSAG00000073135	ssa29	.	lncRNA		
ENSSSAG00000073154	ssa09	.	lncRNA		
ENSSSAG00000073162	ssa29	.	snoRNA		
ENSSSAG00000073170	ssa26	.	lncRNA		
ENSSSAG00000073186	ssa14	.	pseudogene		
ENSSSAG00000073213	ssa14	.	lncRNA		
ENSSSAG00000073235	ssa10	.	lncRNA		
ENSSSAG00000073238	ssa20	.	protein_coding	DBNL	drebrin-like protein B [Source:NCBI gene%3BAcc:106579831]
ENSSSAG00000073260	ssa11	.	lncRNA		
ENSSSAG00000073277	ssa23	.	lncRNA		
ENSSSAG00000073284	ssa23	.	pseudogene		
ENSSSAG00000073287	ssa11	.	lncRNA		
ENSSSAG00000073318	ssa14	.	snoRNA		
ENSSSAG00000073322	ssa22	.	protein_coding	stk35l	serine/threonine-protein kinase 35-like [Source:NCBI gene%3BAcc:106583621]
ENSSSAG00000073345	ssa05	.	protein_coding	iqgap3	ras GTPase-activating-like protein IQGAP3 [Source:NCBI gene%3BAcc:106605450]
ENSSSAG00000073351	ssa15	.	miRNA	ssa-mir-29b-3	ssa-mir-29b-3 [Source:miRBase%3BAcc:MI0026667]
ENSSSAG00000073385	ssa14	.	pseudogene		
ENSSSAG00000073389	ssa15	.	lncRNA		dentin sialophosphoprotein-like [Source:NCBI gene%3BAcc:106570888]
ENSSSAG00000073390	ssa25	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000073392	ssa15	.	miRNA	ssa-mir-130a-1	ssa-mir-130a-1 [Source:miRBase%3BAcc:MI0026468]
ENSSSAG00000073394	ssa15	.	miRNA	ssa-mir-454	ssa-mir-454 [Source:miRBase%3BAcc:MI0026704]
ENSSSAG00000073395	ssa15	.	miRNA	ssa-mir-301c	ssa-mir-301c [Source:miRBase%3BAcc:MI0026672]
ENSSSAG00000073398	ssa15	.	miRNA	ssa-mir-130d-2	ssa-mir-130d-2 [Source:miRBase%3BAcc:MI0026473]
ENSSSAG00000073403	ssa01	.	protein_coding	GCNT4	beta-1%2C3-galactosyl-O-glycosyl-glycoprotein beta-1%2C6-N-acetylglucosaminyltransferase 4-like [Source:NCBI gene%3BAcc:106562139]
ENSSSAG00000073410	ssa25	.	lncRNA		
ENSSSAG00000073422	ssa23	.	scaRNA		
ENSSSAG00000073433	ssa15	.	miRNA	ssa-mir-8160-1	ssa-mir-8160-1 [Source:miRBase%3BAcc:MI0026785]
ENSSSAG00000073458	ssa14	.	lncRNA		
ENSSSAG00000073477	ssa05	.	lncRNA		
ENSSSAG00000073489	ssa25	.	lncRNA		
ENSSSAG00000073497	ssa13	.	lncRNA		
ENSSSAG00000073504	ssa13	.	lncRNA		
ENSSSAG00000073505	ssa13	.	lncRNA		
ENSSSAG00000073516	ssa23	.	lncRNA		
ENSSSAG00000073520	ssa13	.	miRNA	ssa-mir-142a-1	ssa-mir-142a-1 [Source:miRBase%3BAcc:MI0026500]
ENSSSAG00000073529	ssa15	.	pseudogene		basement membrane-specific heparan sulfate proteoglycan core protein [Source:NCBI gene%3BAcc:100380784]
ENSSSAG00000073547	ssa28	.	lncRNA		
ENSSSAG00000073548	ssa28	.	lncRNA		
ENSSSAG00000073586	ssa09	.	pseudogene		
ENSSSAG00000073610	ssa11	.	lncRNA		
ENSSSAG00000073624	ssa14	.	snRNA	U7	U7 small nuclear RNA [Source:RFAM%3BAcc:RF00066]
ENSSSAG00000073654	ssa14	.	lncRNA		
ENSSSAG00000073655	ssa14	.	pseudogene		
ENSSSAG00000073673	ssa26	.	lncRNA		
ENSSSAG00000073675	ssa26	.	lncRNA		
ENSSSAG00000073704	ssa20	.	protein_coding	dock5	dedicator of cytokinesis 5 [Source:NCBI gene%3BAcc:106579873]
ENSSSAG00000073714	ssa09	.	lncRNA		adhesion G-protein coupled receptor F1-like [Source:NCBI gene%3BAcc:106611346]
ENSSSAG00000073739	ssa19	.	lncRNA		
ENSSSAG00000073748	ssa19	.	pseudogene		
ENSSSAG00000073751	ssa14	.	lncRNA		
ENSSSAG00000073765	ssa15	.	lncRNA		
ENSSSAG00000073773	ssa11	.	lncRNA		
ENSSSAG00000073775	ssa11	.	lncRNA		
ENSSSAG00000073778	ssa15	.	lncRNA		
ENSSSAG00000073784	ssa10	.	lncRNA		
ENSSSAG00000073787	ssa19	.	lncRNA		
ENSSSAG00000073791	ssa11	.	lncRNA		
ENSSSAG00000073797	ssa14	.	snoRNA		
ENSSSAG00000073799	ssa14	.	snoRNA		
ENSSSAG00000073801	ssa14	.	snoRNA		
ENSSSAG00000073810	ssa15	.	lncRNA		
ENSSSAG00000073818	ssa23	.	pseudogene		
ENSSSAG00000073849	ssa01	.	snoRNA		
ENSSSAG00000073850	ssa01	.	snoRNA		
