gene_id	worst_effect
ENSSSAG00000051521	unmapped
ENSSSAG00000051526	unmapped
ENSSSAG00000051534	unmapped
ENSSSAG00000051538	unmapped
ENSSSAG00000051550	unmapped
ENSSSAG00000051552	unmapped
ENSSSAG00000051560	unmapped
ENSSSAG00000051564	unmapped
ENSSSAG00000051570	unmapped
ENSSSAG00000062014	unmapped
ENSSSAG00000062043	unmapped
ENSSSAG00000062057	unmapped
ENSSSAG00000062087	unmapped
ENSSSAG00000062090	unmapped
ENSSSAG00000062116	unmapped
ENSSSAG00000062137	unmapped
ENSSSAG00000062183	unmapped
ENSSSAG00000062206	unmapped
ENSSSAG00000062232	unmapped
ENSSSAG00000062237	unmapped
ENSSSAG00000062302	unmapped
ENSSSAG00000062307	unmapped
ENSSSAG00000062313	unmapped
ENSSSAG00000062318	unmapped
ENSSSAG00000062321	unmapped
ENSSSAG00000062330	unmapped
ENSSSAG00000062365	unmapped
ENSSSAG00000062370	unmapped
ENSSSAG00000062382	unmapped
ENSSSAG00000062401	unmapped
ENSSSAG00000062413	unmapped
ENSSSAG00000062419	unmapped
ENSSSAG00000062437	unmapped
ENSSSAG00000062444	unmapped
ENSSSAG00000062480	unmapped
ENSSSAG00000062503	unmapped
ENSSSAG00000062521	unmapped
ENSSSAG00000062539	unmapped
ENSSSAG00000062567	unmapped
ENSSSAG00000062602	unmapped
ENSSSAG00000062629	unmapped
ENSSSAG00000048805	unmapped
ENSSSAG00000048809	unmapped
ENSSSAG00000048827	unmapped
ENSSSAG00000048835	unmapped
ENSSSAG00000048837	unmapped
ENSSSAG00000048848	unmapped
ENSSSAG00000048849	unmapped
ENSSSAG00000048865	unmapped
ENSSSAG00000048878	unmapped
ENSSSAG00000048890	unmapped
ENSSSAG00000048901	unmapped
ENSSSAG00000048903	unmapped
ENSSSAG00000048907	unmapped
ENSSSAG00000048910	unmapped
ENSSSAG00000048917	unmapped
ENSSSAG00000048930	unmapped
ENSSSAG00000048968	unmapped
ENSSSAG00000048971	unmapped
ENSSSAG00000049004	unmapped
ENSSSAG00000049013	unmapped
ENSSSAG00000049016	unmapped
ENSSSAG00000049056	unmapped
ENSSSAG00000049068	unmapped
ENSSSAG00000049071	unmapped
ENSSSAG00000049085	unmapped
ENSSSAG00000035209	unmapped
ENSSSAG00000035791	unmapped
ENSSSAG00000036192	unmapped
ENSSSAG00000036449	unmapped
ENSSSAG00000036621	unmapped
ENSSSAG00000036804	unmapped
ENSSSAG00000036970	unmapped
ENSSSAG00000037289	unmapped
ENSSSAG00000037562	unmapped
ENSSSAG00000037846	unmapped
ENSSSAG00000038125	unmapped
ENSSSAG00000038340	unmapped
ENSSSAG00000038469	unmapped
ENSSSAG00000038802	unmapped
ENSSSAG00000038847	unmapped
ENSSSAG00000038860	unmapped
ENSSSAG00000038893	unmapped
ENSSSAG00000038940	unmapped
ENSSSAG00000039038	unmapped
ENSSSAG00000039057	unmapped
ENSSSAG00000039089	unmapped
ENSSSAG00000039197	unmapped
ENSSSAG00000048180	unmapped
ENSSSAG00000048191	unmapped
ENSSSAG00000048199	unmapped
ENSSSAG00000048214	unmapped
ENSSSAG00000048245	unmapped
ENSSSAG00000048259	unmapped
ENSSSAG00000048304	unmapped
ENSSSAG00000048323	unmapped
ENSSSAG00000048330	unmapped
ENSSSAG00000048331	unmapped
ENSSSAG00000048352	unmapped
ENSSSAG00000048357	unmapped
ENSSSAG00000048367	unmapped
ENSSSAG00000048390	unmapped
ENSSSAG00000048432	unmapped
ENSSSAG00000048441	unmapped
ENSSSAG00000048449	unmapped
ENSSSAG00000048462	unmapped
ENSSSAG00000048472	unmapped
ENSSSAG00000048497	unmapped
ENSSSAG00000048500	unmapped
ENSSSAG00000048526	unmapped
ENSSSAG00000048533	unmapped
ENSSSAG00000048553	unmapped
ENSSSAG00000048559	unmapped
ENSSSAG00000048564	unmapped
ENSSSAG00000048565	unmapped
ENSSSAG00000048569	unmapped
ENSSSAG00000048572	unmapped
ENSSSAG00000048575	unmapped
ENSSSAG00000048585	unmapped
ENSSSAG00000032816	unmapped
ENSSSAG00000032913	unmapped
ENSSSAG00000032954	unmapped
ENSSSAG00000033163	unmapped
ENSSSAG00000033274	unmapped
ENSSSAG00000033461	unmapped
ENSSSAG00000033551	unmapped
ENSSSAG00000034133	unmapped
ENSSSAG00000034270	unmapped
ENSSSAG00000034726	unmapped
ENSSSAG00000034764	unmapped
ENSSSAG00000034910	unmapped
ENSSSAG00000035054	unmapped
ENSSSAG00000035188	unmapped
ENSSSAG00000035435	unmapped
ENSSSAG00000035473	unmapped
ENSSSAG00000035617	unmapped
ENSSSAG00000035857	unmapped
ENSSSAG00000035901	unmapped
ENSSSAG00000036243	unmapped
ENSSSAG00000036278	unmapped
ENSSSAG00000036452	unmapped
ENSSSAG00000036698	unmapped
ENSSSAG00000036721	unmapped
ENSSSAG00000037075	unmapped
ENSSSAG00000037153	unmapped
ENSSSAG00000037233	unmapped
ENSSSAG00000037258	unmapped
ENSSSAG00000037312	unmapped
ENSSSAG00000037524	unmapped
ENSSSAG00000037809	unmapped
ENSSSAG00000037869	unmapped
ENSSSAG00000037912	unmapped
ENSSSAG00000037951	unmapped
ENSSSAG00000038236	unmapped
ENSSSAG00000038568	unmapped
ENSSSAG00000038618	unmapped
ENSSSAG00000038699	unmapped
ENSSSAG00000038950	unmapped
ENSSSAG00000039027	unmapped
ENSSSAG00000039107	unmapped
ENSSSAG00000039176	unmapped
ENSSSAG00000039182	unmapped
ENSSSAG00000033351	unmapped
ENSSSAG00000033547	unmapped
ENSSSAG00000033899	unmapped
ENSSSAG00000033932	unmapped
ENSSSAG00000034061	unmapped
ENSSSAG00000034269	unmapped
ENSSSAG00000034325	unmapped
ENSSSAG00000034344	unmapped
ENSSSAG00000034413	unmapped
ENSSSAG00000034973	unmapped
ENSSSAG00000035083	unmapped
ENSSSAG00000035338	unmapped
ENSSSAG00000035545	unmapped
ENSSSAG00000035602	unmapped
ENSSSAG00000035744	unmapped
ENSSSAG00000035792	unmapped
ENSSSAG00000036054	unmapped
ENSSSAG00000036258	unmapped
ENSSSAG00000036547	unmapped
ENSSSAG00000036620	unmapped
ENSSSAG00000036702	unmapped
ENSSSAG00000036733	unmapped
ENSSSAG00000036809	unmapped
ENSSSAG00000036868	unmapped
ENSSSAG00000036905	unmapped
ENSSSAG00000037132	unmapped
ENSSSAG00000037442	unmapped
ENSSSAG00000037613	unmapped
ENSSSAG00000037795	unmapped
ENSSSAG00000059685	unmapped
ENSSSAG00000059712	unmapped
ENSSSAG00000059726	unmapped
ENSSSAG00000059775	unmapped
ENSSSAG00000059795	unmapped
ENSSSAG00000059814	unmapped
ENSSSAG00000059854	unmapped
ENSSSAG00000059857	unmapped
ENSSSAG00000059861	unmapped
ENSSSAG00000059864	unmapped
ENSSSAG00000059878	unmapped
ENSSSAG00000059892	unmapped
ENSSSAG00000059909	unmapped
ENSSSAG00000059915	unmapped
ENSSSAG00000059937	unmapped
ENSSSAG00000059984	unmapped
ENSSSAG00000059992	unmapped
ENSSSAG00000059993	unmapped
ENSSSAG00000060001	unmapped
ENSSSAG00000060003	unmapped
ENSSSAG00000060040	unmapped
ENSSSAG00000060044	unmapped
ENSSSAG00000060064	unmapped
ENSSSAG00000060071	unmapped
ENSSSAG00000060089	unmapped
ENSSSAG00000060136	unmapped
ENSSSAG00000060152	unmapped
ENSSSAG00000060209	unmapped
ENSSSAG00000060212	unmapped
ENSSSAG00000033343	unmapped
ENSSSAG00000033532	unmapped
ENSSSAG00000033774	unmapped
ENSSSAG00000033968	unmapped
ENSSSAG00000034002	unmapped
ENSSSAG00000034064	unmapped
ENSSSAG00000034210	unmapped
ENSSSAG00000035495	unmapped
ENSSSAG00000035537	unmapped
ENSSSAG00000035925	unmapped
ENSSSAG00000036010	unmapped
ENSSSAG00000036154	unmapped
ENSSSAG00000036545	unmapped
ENSSSAG00000036614	unmapped
ENSSSAG00000036660	unmapped
ENSSSAG00000036986	unmapped
ENSSSAG00000037052	unmapped
ENSSSAG00000037246	unmapped
ENSSSAG00000037273	unmapped
ENSSSAG00000037321	unmapped
ENSSSAG00000037632	unmapped
ENSSSAG00000037646	unmapped
ENSSSAG00000037765	unmapped
ENSSSAG00000037832	unmapped
ENSSSAG00000037859	unmapped
ENSSSAG00000038164	unmapped
ENSSSAG00000038178	unmapped
ENSSSAG00000038200	unmapped
ENSSSAG00000052327	unmapped
ENSSSAG00000052344	unmapped
ENSSSAG00000052345	unmapped
ENSSSAG00000052346	unmapped
ENSSSAG00000052361	unmapped
ENSSSAG00000052391	unmapped
ENSSSAG00000052424	unmapped
ENSSSAG00000052426	unmapped
ENSSSAG00000052428	unmapped
ENSSSAG00000052430	unmapped
ENSSSAG00000052439	unmapped
ENSSSAG00000052451	unmapped
ENSSSAG00000052456	unmapped
ENSSSAG00000052460	unmapped
ENSSSAG00000052470	unmapped
ENSSSAG00000052472	unmapped
ENSSSAG00000052474	unmapped
ENSSSAG00000052477	unmapped
ENSSSAG00000052487	unmapped
ENSSSAG00000052494	unmapped
ENSSSAG00000052513	unmapped
ENSSSAG00000052524	unmapped
ENSSSAG00000052543	unmapped
ENSSSAG00000052552	unmapped
ENSSSAG00000052576	unmapped
ENSSSAG00000052579	unmapped
ENSSSAG00000052610	unmapped
ENSSSAG00000033258	unmapped
ENSSSAG00000033467	unmapped
ENSSSAG00000033596	unmapped
ENSSSAG00000033651	unmapped
ENSSSAG00000033947	unmapped
ENSSSAG00000034030	unmapped
ENSSSAG00000034425	unmapped
ENSSSAG00000034453	unmapped
ENSSSAG00000034606	unmapped
ENSSSAG00000034771	unmapped
ENSSSAG00000034984	unmapped
ENSSSAG00000035512	unmapped
ENSSSAG00000035644	unmapped
ENSSSAG00000035899	unmapped
ENSSSAG00000035958	unmapped
ENSSSAG00000036142	unmapped
ENSSSAG00000036183	unmapped
ENSSSAG00000036722	unmapped
ENSSSAG00000037293	unmapped
ENSSSAG00000037411	unmapped
ENSSSAG00000037679	unmapped
ENSSSAG00000037754	unmapped
ENSSSAG00000049996	unmapped
ENSSSAG00000049999	unmapped
ENSSSAG00000050016	unmapped
ENSSSAG00000050041	unmapped
ENSSSAG00000050045	unmapped
ENSSSAG00000050069	unmapped
ENSSSAG00000050072	unmapped
ENSSSAG00000050089	unmapped
ENSSSAG00000050126	unmapped
ENSSSAG00000050127	unmapped
ENSSSAG00000050138	unmapped
ENSSSAG00000050174	unmapped
ENSSSAG00000050184	unmapped
ENSSSAG00000050187	unmapped
ENSSSAG00000050188	unmapped
ENSSSAG00000050201	unmapped
ENSSSAG00000050208	unmapped
ENSSSAG00000050219	unmapped
ENSSSAG00000050234	unmapped
ENSSSAG00000050240	unmapped
ENSSSAG00000050254	unmapped
ENSSSAG00000050263	unmapped
ENSSSAG00000050269	unmapped
ENSSSAG00000050293	unmapped
ENSSSAG00000050300	unmapped
ENSSSAG00000050313	unmapped
ENSSSAG00000050327	unmapped
ENSSSAG00000050338	unmapped
ENSSSAG00000050379	unmapped
ENSSSAG00000050384	unmapped
ENSSSAG00000032970	unmapped
ENSSSAG00000033052	unmapped
ENSSSAG00000033081	unmapped
ENSSSAG00000033183	unmapped
ENSSSAG00000033252	unmapped
ENSSSAG00000033309	unmapped
ENSSSAG00000033391	unmapped
ENSSSAG00000033797	unmapped
ENSSSAG00000033906	unmapped
ENSSSAG00000033941	unmapped
ENSSSAG00000033970	unmapped
ENSSSAG00000034352	unmapped
ENSSSAG00000034398	unmapped
ENSSSAG00000034471	unmapped
ENSSSAG00000034732	unmapped
ENSSSAG00000034818	unmapped
ENSSSAG00000034898	unmapped
ENSSSAG00000034937	unmapped
ENSSSAG00000034974	unmapped
ENSSSAG00000035003	unmapped
ENSSSAG00000035231	unmapped
ENSSSAG00000035343	unmapped
ENSSSAG00000035486	unmapped
ENSSSAG00000035659	unmapped
ENSSSAG00000035682	unmapped
ENSSSAG00000035832	unmapped
ENSSSAG00000035985	unmapped
ENSSSAG00000036277	unmapped
ENSSSAG00000036300	unmapped
ENSSSAG00000036327	unmapped
ENSSSAG00000036361	unmapped
ENSSSAG00000036551	unmapped
ENSSSAG00000036576	unmapped
ENSSSAG00000036654	unmapped
ENSSSAG00000036735	unmapped
ENSSSAG00000036887	unmapped
ENSSSAG00000049076	unmapped
ENSSSAG00000049081	unmapped
ENSSSAG00000049090	unmapped
ENSSSAG00000049118	unmapped
ENSSSAG00000049138	unmapped
ENSSSAG00000049145	unmapped
ENSSSAG00000049168	unmapped
ENSSSAG00000049195	unmapped
ENSSSAG00000049215	unmapped
ENSSSAG00000049235	unmapped
ENSSSAG00000049246	unmapped
ENSSSAG00000049274	unmapped
ENSSSAG00000049296	unmapped
ENSSSAG00000049325	unmapped
ENSSSAG00000049328	unmapped
ENSSSAG00000049345	unmapped
ENSSSAG00000049359	unmapped
ENSSSAG00000049385	unmapped
ENSSSAG00000049394	unmapped
ENSSSAG00000049403	unmapped
ENSSSAG00000049418	unmapped
ENSSSAG00000049449	unmapped
ENSSSAG00000049485	unmapped
ENSSSAG00000049493	unmapped
ENSSSAG00000049512	unmapped
ENSSSAG00000049520	unmapped
ENSSSAG00000049537	unmapped
ENSSSAG00000049568	unmapped
ENSSSAG00000049577	unmapped
ENSSSAG00000049581	unmapped
ENSSSAG00000033699	unmapped
ENSSSAG00000033804	unmapped
ENSSSAG00000033955	unmapped
ENSSSAG00000034155	unmapped
ENSSSAG00000034201	unmapped
ENSSSAG00000034537	unmapped
ENSSSAG00000034856	unmapped
ENSSSAG00000034906	unmapped
ENSSSAG00000034946	unmapped
ENSSSAG00000035010	unmapped
ENSSSAG00000035126	unmapped
ENSSSAG00000035263	unmapped
ENSSSAG00000035322	unmapped
ENSSSAG00000035399	unmapped
ENSSSAG00000035441	unmapped
ENSSSAG00000035627	unmapped
ENSSSAG00000035694	unmapped
ENSSSAG00000035773	unmapped
ENSSSAG00000035817	unmapped
ENSSSAG00000035875	unmapped
ENSSSAG00000035916	unmapped
ENSSSAG00000036141	unmapped
ENSSSAG00000036421	unmapped
ENSSSAG00000036529	unmapped
ENSSSAG00000036636	unmapped
ENSSSAG00000037373	unmapped
ENSSSAG00000037909	unmapped
ENSSSAG00000038007	unmapped
ENSSSAG00000038037	unmapped
ENSSSAG00000038155	unmapped
ENSSSAG00000038215	unmapped
ENSSSAG00000038285	unmapped
ENSSSAG00000038345	unmapped
ENSSSAG00000038358	unmapped
ENSSSAG00000038373	unmapped
ENSSSAG00000038425	unmapped
ENSSSAG00000038495	unmapped
ENSSSAG00000038620	unmapped
ENSSSAG00000038625	unmapped
ENSSSAG00000062189	unmapped
ENSSSAG00000062199	unmapped
ENSSSAG00000062231	unmapped
ENSSSAG00000062238	unmapped
ENSSSAG00000062297	unmapped
ENSSSAG00000062320	unmapped
ENSSSAG00000062349	unmapped
ENSSSAG00000062377	unmapped
ENSSSAG00000062384	unmapped
ENSSSAG00000062432	unmapped
ENSSSAG00000062470	unmapped
ENSSSAG00000062484	unmapped
ENSSSAG00000062511	unmapped
ENSSSAG00000062518	unmapped
ENSSSAG00000062540	unmapped
ENSSSAG00000062568	unmapped
ENSSSAG00000062576	unmapped
ENSSSAG00000062631	unmapped
ENSSSAG00000062651	unmapped
ENSSSAG00000062656	unmapped
ENSSSAG00000062662	unmapped
ENSSSAG00000062667	unmapped
ENSSSAG00000062674	unmapped
ENSSSAG00000062701	unmapped
ENSSSAG00000062716	unmapped
ENSSSAG00000062734	unmapped
ENSSSAG00000062737	unmapped
ENSSSAG00000035277	unmapped
ENSSSAG00000035316	unmapped
ENSSSAG00000035376	unmapped
ENSSSAG00000035539	unmapped
ENSSSAG00000035599	unmapped
ENSSSAG00000035812	unmapped
ENSSSAG00000035845	unmapped
ENSSSAG00000035877	unmapped
ENSSSAG00000035914	unmapped
ENSSSAG00000036063	unmapped
ENSSSAG00000036169	unmapped
ENSSSAG00000036432	unmapped
ENSSSAG00000036739	unmapped
ENSSSAG00000036856	unmapped
ENSSSAG00000037180	unmapped
ENSSSAG00000037484	unmapped
ENSSSAG00000037507	unmapped
ENSSSAG00000037536	unmapped
ENSSSAG00000037615	unmapped
ENSSSAG00000037641	unmapped
ENSSSAG00000037665	unmapped
ENSSSAG00000037682	unmapped
ENSSSAG00000037699	unmapped
ENSSSAG00000037753	unmapped
ENSSSAG00000037772	unmapped
ENSSSAG00000037815	unmapped
ENSSSAG00000037921	unmapped
ENSSSAG00000037955	unmapped
ENSSSAG00000037995	unmapped
ENSSSAG00000038148	unmapped
ENSSSAG00000038179	unmapped
ENSSSAG00000038266	unmapped
ENSSSAG00000038559	unmapped
ENSSSAG00000038777	unmapped
ENSSSAG00000038789	unmapped
ENSSSAG00000062153	unmapped
ENSSSAG00000062170	unmapped
ENSSSAG00000062229	unmapped
ENSSSAG00000062244	unmapped
ENSSSAG00000062284	unmapped
ENSSSAG00000062331	unmapped
ENSSSAG00000062369	unmapped
ENSSSAG00000062381	unmapped
ENSSSAG00000062399	unmapped
ENSSSAG00000062400	unmapped
ENSSSAG00000062404	unmapped
ENSSSAG00000062490	unmapped
ENSSSAG00000062493	unmapped
ENSSSAG00000062520	unmapped
ENSSSAG00000062554	unmapped
ENSSSAG00000062569	unmapped
ENSSSAG00000062575	unmapped
ENSSSAG00000062583	unmapped
ENSSSAG00000062592	unmapped
ENSSSAG00000062622	unmapped
ENSSSAG00000062632	unmapped
ENSSSAG00000062640	unmapped
ENSSSAG00000062646	unmapped
ENSSSAG00000062661	unmapped
ENSSSAG00000062688	unmapped
ENSSSAG00000062709	unmapped
ENSSSAG00000033979	unmapped
ENSSSAG00000034008	unmapped
ENSSSAG00000034059	unmapped
ENSSSAG00000034626	unmapped
ENSSSAG00000035018	unmapped
ENSSSAG00000035062	unmapped
ENSSSAG00000035227	unmapped
ENSSSAG00000035517	unmapped
ENSSSAG00000035584	unmapped
ENSSSAG00000035801	unmapped
ENSSSAG00000035889	unmapped
ENSSSAG00000035996	unmapped
ENSSSAG00000036299	unmapped
ENSSSAG00000036326	unmapped
ENSSSAG00000036485	unmapped
ENSSSAG00000036559	unmapped
ENSSSAG00000036584	unmapped
ENSSSAG00000036657	unmapped
ENSSSAG00000036747	unmapped
ENSSSAG00000036827	unmapped
ENSSSAG00000037066	unmapped
ENSSSAG00000037280	unmapped
ENSSSAG00000037365	unmapped
ENSSSAG00000037465	unmapped
ENSSSAG00000037541	unmapped
ENSSSAG00000037649	unmapped
ENSSSAG00000037668	unmapped
ENSSSAG00000037789	unmapped
ENSSSAG00000037847	unmapped
ENSSSAG00000037871	unmapped
ENSSSAG00000038031	unmapped
ENSSSAG00000038074	unmapped
ENSSSAG00000053241	unmapped
ENSSSAG00000053260	unmapped
ENSSSAG00000053269	unmapped
ENSSSAG00000053273	unmapped
ENSSSAG00000053281	unmapped
ENSSSAG00000053288	unmapped
ENSSSAG00000053292	unmapped
ENSSSAG00000053296	unmapped
ENSSSAG00000053307	unmapped
ENSSSAG00000053338	unmapped
ENSSSAG00000053342	unmapped
ENSSSAG00000053365	unmapped
ENSSSAG00000053367	unmapped
ENSSSAG00000053383	unmapped
ENSSSAG00000053386	unmapped
ENSSSAG00000053391	unmapped
ENSSSAG00000053400	unmapped
ENSSSAG00000053404	unmapped
ENSSSAG00000053416	unmapped
ENSSSAG00000053431	unmapped
ENSSSAG00000053436	unmapped
ENSSSAG00000053451	unmapped
ENSSSAG00000053465	unmapped
ENSSSAG00000053468	unmapped
ENSSSAG00000053470	unmapped
ENSSSAG00000053473	unmapped
ENSSSAG00000053489	unmapped
ENSSSAG00000053493	unmapped
ENSSSAG00000053494	unmapped
ENSSSAG00000052057	unmapped
ENSSSAG00000052069	unmapped
ENSSSAG00000052070	unmapped
ENSSSAG00000052082	unmapped
ENSSSAG00000052083	unmapped
ENSSSAG00000052089	unmapped
ENSSSAG00000052096	unmapped
ENSSSAG00000052102	unmapped
ENSSSAG00000052121	unmapped
ENSSSAG00000052124	unmapped
ENSSSAG00000052127	unmapped
ENSSSAG00000052140	unmapped
ENSSSAG00000052142	unmapped
ENSSSAG00000052144	unmapped
ENSSSAG00000052149	unmapped
ENSSSAG00000052150	unmapped
ENSSSAG00000052169	unmapped
ENSSSAG00000052186	unmapped
ENSSSAG00000052200	unmapped
ENSSSAG00000052212	unmapped
ENSSSAG00000052217	unmapped
ENSSSAG00000052222	unmapped
ENSSSAG00000052225	unmapped
ENSSSAG00000052233	unmapped
ENSSSAG00000052251	unmapped
ENSSSAG00000052255	unmapped
ENSSSAG00000052257	unmapped
ENSSSAG00000052263	unmapped
ENSSSAG00000052275	unmapped
ENSSSAG00000052288	unmapped
ENSSSAG00000052290	unmapped
ENSSSAG00000052291	unmapped
ENSSSAG00000052306	unmapped
ENSSSAG00000052307	unmapped
ENSSSAG00000052310	unmapped
ENSSSAG00000052312	unmapped
ENSSSAG00000033406	unmapped
ENSSSAG00000033495	unmapped
ENSSSAG00000033524	unmapped
ENSSSAG00000033538	unmapped
ENSSSAG00000033553	unmapped
ENSSSAG00000033573	unmapped
ENSSSAG00000033823	unmapped
ENSSSAG00000033856	unmapped
ENSSSAG00000033896	unmapped
ENSSSAG00000033983	unmapped
ENSSSAG00000034007	unmapped
ENSSSAG00000034033	unmapped
ENSSSAG00000034131	unmapped
ENSSSAG00000034322	unmapped
ENSSSAG00000034495	unmapped
ENSSSAG00000034793	unmapped
ENSSSAG00000035328	unmapped
ENSSSAG00000035778	unmapped
ENSSSAG00000036044	unmapped
ENSSSAG00000036577	unmapped
ENSSSAG00000036608	unmapped
ENSSSAG00000036746	unmapped
ENSSSAG00000036769	unmapped
ENSSSAG00000037347	unmapped
ENSSSAG00000037477	unmapped
ENSSSAG00000037773	unmapped
ENSSSAG00000037851	unmapped
ENSSSAG00000037973	unmapped
ENSSSAG00000049834	unmapped
ENSSSAG00000049842	unmapped
ENSSSAG00000049860	unmapped
ENSSSAG00000049871	unmapped
ENSSSAG00000049875	unmapped
ENSSSAG00000049876	unmapped
ENSSSAG00000049891	unmapped
ENSSSAG00000049898	unmapped
ENSSSAG00000049906	unmapped
ENSSSAG00000049908	unmapped
ENSSSAG00000049912	unmapped
ENSSSAG00000049913	unmapped
ENSSSAG00000049920	unmapped
ENSSSAG00000049932	unmapped
ENSSSAG00000049954	unmapped
ENSSSAG00000049957	unmapped
ENSSSAG00000049963	unmapped
ENSSSAG00000049975	unmapped
ENSSSAG00000049995	unmapped
ENSSSAG00000050002	unmapped
ENSSSAG00000050008	unmapped
ENSSSAG00000050018	unmapped
ENSSSAG00000050022	unmapped
ENSSSAG00000050028	unmapped
ENSSSAG00000050039	unmapped
ENSSSAG00000050042	unmapped
ENSSSAG00000050043	unmapped
ENSSSAG00000050059	unmapped
ENSSSAG00000050070	unmapped
ENSSSAG00000050073	unmapped
ENSSSAG00000050094	unmapped
ENSSSAG00000050101	unmapped
ENSSSAG00000050125	unmapped
ENSSSAG00000050129	unmapped
ENSSSAG00000050146	unmapped
ENSSSAG00000050150	unmapped
ENSSSAG00000050154	unmapped
ENSSSAG00000050156	unmapped
ENSSSAG00000050166	unmapped
ENSSSAG00000059127	unmapped
ENSSSAG00000059134	unmapped
ENSSSAG00000059148	unmapped
ENSSSAG00000059152	unmapped
ENSSSAG00000059160	unmapped
ENSSSAG00000059166	unmapped
ENSSSAG00000059172	unmapped
ENSSSAG00000059188	unmapped
ENSSSAG00000059196	unmapped
ENSSSAG00000059210	unmapped
ENSSSAG00000059213	unmapped
ENSSSAG00000059216	unmapped
ENSSSAG00000059230	unmapped
ENSSSAG00000059249	unmapped
ENSSSAG00000059267	unmapped
ENSSSAG00000059272	unmapped
ENSSSAG00000059285	unmapped
ENSSSAG00000059287	unmapped
ENSSSAG00000059293	unmapped
ENSSSAG00000059306	unmapped
ENSSSAG00000059320	unmapped
ENSSSAG00000059325	unmapped
ENSSSAG00000059357	unmapped
ENSSSAG00000059359	unmapped
ENSSSAG00000059402	unmapped
ENSSSAG00000059414	unmapped
ENSSSAG00000059416	unmapped
ENSSSAG00000059425	unmapped
ENSSSAG00000059435	unmapped
ENSSSAG00000059440	unmapped
ENSSSAG00000059479	unmapped
ENSSSAG00000059486	unmapped
ENSSSAG00000059500	unmapped
ENSSSAG00000059502	unmapped
ENSSSAG00000059504	unmapped
ENSSSAG00000059522	unmapped
ENSSSAG00000059532	unmapped
ENSSSAG00000050963	unmapped
ENSSSAG00000050980	unmapped
ENSSSAG00000050986	unmapped
ENSSSAG00000051003	unmapped
ENSSSAG00000051012	unmapped
ENSSSAG00000051019	unmapped
ENSSSAG00000051027	unmapped
ENSSSAG00000051030	unmapped
ENSSSAG00000051032	unmapped
ENSSSAG00000051034	unmapped
ENSSSAG00000051064	unmapped
ENSSSAG00000051076	unmapped
ENSSSAG00000051085	unmapped
ENSSSAG00000051096	unmapped
ENSSSAG00000051100	unmapped
ENSSSAG00000051102	unmapped
ENSSSAG00000051112	unmapped
ENSSSAG00000051125	unmapped
ENSSSAG00000051130	unmapped
ENSSSAG00000051133	unmapped
ENSSSAG00000051145	unmapped
ENSSSAG00000051159	unmapped
ENSSSAG00000051170	unmapped
ENSSSAG00000051178	unmapped
ENSSSAG00000051181	unmapped
ENSSSAG00000051188	unmapped
ENSSSAG00000051205	unmapped
ENSSSAG00000051233	unmapped
ENSSSAG00000051241	unmapped
ENSSSAG00000051244	unmapped
ENSSSAG00000051248	unmapped
ENSSSAG00000051253	unmapped
ENSSSAG00000051255	unmapped
ENSSSAG00000051263	unmapped
ENSSSAG00000051267	unmapped
ENSSSAG00000051275	unmapped
ENSSSAG00000051284	unmapped
ENSSSAG00000058641	unmapped
ENSSSAG00000058646	unmapped
ENSSSAG00000058649	unmapped
ENSSSAG00000058684	unmapped
ENSSSAG00000058686	unmapped
ENSSSAG00000058698	unmapped
ENSSSAG00000058705	unmapped
ENSSSAG00000058710	unmapped
ENSSSAG00000058732	unmapped
ENSSSAG00000058748	unmapped
ENSSSAG00000058767	unmapped
ENSSSAG00000058770	unmapped
ENSSSAG00000058773	unmapped
ENSSSAG00000058803	unmapped
ENSSSAG00000058805	unmapped
ENSSSAG00000058807	unmapped
ENSSSAG00000058814	unmapped
ENSSSAG00000058822	unmapped
ENSSSAG00000058836	unmapped
ENSSSAG00000058847	unmapped
ENSSSAG00000058875	unmapped
ENSSSAG00000058877	unmapped
ENSSSAG00000058886	unmapped
ENSSSAG00000058905	unmapped
ENSSSAG00000058925	unmapped
ENSSSAG00000058953	unmapped
ENSSSAG00000058967	unmapped
ENSSSAG00000058976	unmapped
ENSSSAG00000058983	unmapped
ENSSSAG00000058985	unmapped
ENSSSAG00000059007	unmapped
ENSSSAG00000059048	unmapped
ENSSSAG00000059067	unmapped
ENSSSAG00000059070	unmapped
ENSSSAG00000059083	unmapped
ENSSSAG00000059094	unmapped
ENSSSAG00000062541	unmapped
ENSSSAG00000062591	unmapped
ENSSSAG00000062604	unmapped
ENSSSAG00000062626	unmapped
ENSSSAG00000062649	unmapped
ENSSSAG00000062659	unmapped
ENSSSAG00000062687	unmapped
ENSSSAG00000062692	unmapped
ENSSSAG00000062696	unmapped
ENSSSAG00000062700	unmapped
ENSSSAG00000062730	unmapped
ENSSSAG00000062743	unmapped
ENSSSAG00000062757	unmapped
ENSSSAG00000062762	unmapped
ENSSSAG00000062764	unmapped
ENSSSAG00000062766	unmapped
ENSSSAG00000062768	unmapped
ENSSSAG00000062785	unmapped
ENSSSAG00000062788	unmapped
ENSSSAG00000062790	unmapped
ENSSSAG00000062798	unmapped
ENSSSAG00000062801	unmapped
ENSSSAG00000062809	unmapped
ENSSSAG00000062813	unmapped
ENSSSAG00000062814	unmapped
ENSSSAG00000062820	unmapped
ENSSSAG00000062826	unmapped
ENSSSAG00000062827	unmapped
